"country","iso3c","genus_cat","Exports","Imports","Reexports","perc_imp_reexport","perc_exports_reexport"
"Yemen","YEM","Aquatic Animals; Others",47,NA,0,NA,0
"Yemen","YEM","Cephalopods",7455,NA,0,NA,0
"Yemen","YEM","Crustaceans",864,NA,0,NA,0
"Yemen","YEM","Demersal Fish",573,2,0,0,0
"Yemen","YEM","Freshwater Fish",267,NA,0,NA,0
"Yemen","YEM","Marine Fish; Other",24769,1150,0,0,0
"Yemen","YEM","Moluscs; Other",51,1,0,0,0
"Yemen","YEM","Pelagic Fish",12411,9741,0,0,0
"Zambia","ZMB","Crustaceans",30,80,0,0,0
"Zambia","ZMB","Marine Fish; Other",521,899,0,0,0
"Zimbabwe","ZWE","Demersal Fish",1531,553,0,0,0
"Zimbabwe","ZWE","Freshwater Fish",715,1882,0,0,0
"Zimbabwe","ZWE","Marine Fish; Other",13,814,0,0,0
"Zimbabwe","ZWE","Pelagic Fish",274,16769,0,0,0
"Algeria","DZA","Aquatic Animals; Others",NA,42,0,0,NA
"Andorra","AND","Aquatic Animals; Others",NA,63,0,0,NA
"Andorra","AND","Cephalopods",NA,260,0,0,NA
"Andorra","AND","Crustaceans",NA,129,0,0,NA
"Andorra","AND","Demersal Fish",NA,338,0,0,NA
"Andorra","AND","Marine Fish; Other",NA,1001,0,0,NA
"Andorra","AND","Pelagic Fish",NA,317,0,0,NA
"Angola","AGO","Aquatic Animals; Others",NA,3,0,0,NA
"Angola","AGO","Freshwater Fish",NA,7301,0,0,NA
"Angola","AGO","Moluscs; Other",NA,86,0,0,NA
"Antigua and Barbuda","ATG","Cephalopods",NA,24,0,0,NA
"Antigua and Barbuda","ATG","Demersal Fish",NA,43,0,0,NA
"Antigua and Barbuda","ATG","Freshwater Fish",NA,67,0,0,NA
"Antigua and Barbuda","ATG","Pelagic Fish",NA,476,0,0,NA
"Armenia","ARM","Aquatic Animals; Others",NA,3,0,0,NA
"Armenia","ARM","Cephalopods",NA,31,0,0,NA
"Armenia","ARM","Moluscs; Other",NA,16,0,0,NA
"Aruba","ABW","Cephalopods",NA,104,0,0,NA
"Aruba","ABW","Crustaceans",NA,700,0,0,NA
"Aruba","ABW","Demersal Fish",NA,155,0,0,NA
"Aruba","ABW","Moluscs; Other",NA,185,0,0,NA
"Aruba","ABW","Pelagic Fish",NA,435,0,0,NA
"Azerbaijan","AZE","Aquatic Animals; Others",NA,3,0,0,NA
"Azerbaijan","AZE","Cephalopods",NA,77,0,0,NA
"Azerbaijan","AZE","Crustaceans",NA,656,0,0,NA
"Azerbaijan","AZE","Demersal Fish",NA,2761,0,0,NA
"Azerbaijan","AZE","Freshwater Fish",NA,4293,0,0,NA
"Azerbaijan","AZE","Marine Fish; Other",NA,2679,0,0,NA
"Azerbaijan","AZE","Moluscs; Other",NA,31,0,0,NA
"Bahamas","BHS","Demersal Fish",NA,343,0,0,NA
"Bahamas","BHS","Freshwater Fish",NA,366,0,0,NA
"Bahrain","BHR","Aquatic Animals; Others",NA,5,0,0,NA
"Bangladesh","BGD","Moluscs; Other",NA,1051,0,0,NA
"Barbados","BRB","Aquatic Animals; Others",NA,2,0,0,NA
"Barbados","BRB","Cephalopods",NA,129,0,0,NA
"Barbados","BRB","Freshwater Fish",NA,140,0,0,NA
"Barbados","BRB","Moluscs; Other",NA,27,0,0,NA
"Belize","BLZ","Cephalopods",NA,23,0,0,NA
"Benin","BEN","Aquatic Animals; Others",NA,23,0,0,NA
"Benin","BEN","Cephalopods",NA,1,0,0,NA
"Benin","BEN","Demersal Fish",NA,18056,0,0,NA
"Bermuda","BMU","Aquatic Animals; Others",NA,2,0,0,NA
"Bermuda","BMU","Cephalopods",NA,69,0,0,NA
"Bermuda","BMU","Crustaceans",NA,229,0,0,NA
"Bermuda","BMU","Demersal Fish",NA,339,0,0,NA
"Bermuda","BMU","Marine Fish; Other",NA,670,0,0,NA
"Bermuda","BMU","Moluscs; Other",NA,101,0,0,NA
"Bermuda","BMU","Pelagic Fish",NA,292,0,0,NA
"Bhutan","BTN","Cephalopods",NA,1,0,0,NA
"Bhutan","BTN","Demersal Fish",NA,1,0,0,NA
"Bhutan","BTN","Freshwater Fish",NA,1400,0,0,NA
"Bhutan","BTN","Marine Fish; Other",NA,1234,0,0,NA
"Bhutan","BTN","Pelagic Fish",NA,65,0,0,NA
"Bolivia (Plurinat.State)","BOL","Aquatic Animals; Others",NA,3,0,0,NA
"Bolivia (Plurinat.State)","BOL","Cephalopods",NA,14,0,0,NA
"Bolivia (Plurinat.State)","BOL","Crustaceans",NA,32,0,0,NA
"Bolivia (Plurinat.State)","BOL","Demersal Fish",NA,6,0,0,NA
"Bolivia (Plurinat.State)","BOL","Freshwater Fish",NA,82,0,0,NA
"Bolivia (Plurinat.State)","BOL","Marine Fish; Other",NA,12200,0,0,NA
"Bolivia (Plurinat.State)","BOL","Moluscs; Other",NA,23,0,0,NA
"Bolivia (Plurinat.State)","BOL","Pelagic Fish",NA,2249,0,0,NA
"Botswana","BWA","Aquatic Animals; Others",NA,24,0,0,NA
"Botswana","BWA","Cephalopods",NA,9,0,0,NA
"Brazil","BRA","Cephalopods",NA,9142,0,0,NA
"Brazil","BRA","Moluscs; Other",NA,804,0,0,NA
"Burkina Faso","BFA","Aquatic Animals; Others",NA,2633,0,0,NA
"Burkina Faso","BFA","Crustaceans",NA,42,0,0,NA
"Burkina Faso","BFA","Demersal Fish",NA,14,0,0,NA
"Burkina Faso","BFA","Moluscs; Other",NA,65,0,0,NA
"Burundi","BDI","Freshwater Fish",NA,28,0,0,NA
"Burundi","BDI","Pelagic Fish",NA,171,0,0,NA
"Cabo Verde","CPV","Aquatic Animals; Others",NA,2,0,0,NA
"Cabo Verde","CPV","Demersal Fish",NA,253,0,0,NA
"Cambodia","KHM","Moluscs; Other",NA,5469,0,0,NA
"Cameroon","CMR","Aquatic Animals; Others",NA,1,0,0,NA
"Cameroon","CMR","Demersal Fish",NA,29469,0,0,NA
"Cameroon","CMR","Moluscs; Other",NA,17,0,0,NA
"Cayman Islands","CYM","Cephalopods",NA,15,0,0,NA
"Cayman Islands","CYM","Crustaceans",NA,114,0,0,NA
"Cayman Islands","CYM","Demersal Fish",NA,54,0,0,NA
"Cayman Islands","CYM","Freshwater Fish",NA,161,0,0,NA
"Cayman Islands","CYM","Marine Fish; Other",NA,278,0,0,NA
"Cayman Islands","CYM","Moluscs; Other",NA,14,0,0,NA
"Cayman Islands","CYM","Pelagic Fish",NA,165,0,0,NA
"Central African Republic","CAF","Crustaceans",NA,144,0,0,NA
"Central African Republic","CAF","Demersal Fish",NA,30,0,0,NA
"Central African Republic","CAF","Freshwater Fish",NA,245,0,0,NA
"Central African Republic","CAF","Pelagic Fish",NA,5621,0,0,NA
"Chad","TCD","Aquatic Animals; Others",NA,180,0,0,NA
"Chad","TCD","Cephalopods",NA,2,0,0,NA
"Chad","TCD","Crustaceans",NA,3,0,0,NA
"Chad","TCD","Demersal Fish",NA,2,0,0,NA
"Chad","TCD","Freshwater Fish",NA,34,0,0,NA
"Chad","TCD","Pelagic Fish",NA,131,0,0,NA
"China, Macao SAR","MAC","Aquatic Animals; Others",NA,197,0,0,NA
"China, Macao SAR","MAC","Cephalopods",NA,1495,19,1.27090301003344,NA
"China, Macao SAR","MAC","Crustaceans",NA,5157,2,0.0387822377351173,NA
"China, Macao SAR","MAC","Demersal Fish",NA,716,0,0,NA
"China, Macao SAR","MAC","Freshwater Fish",NA,8913,8,0.0897565353977336,NA
"China, Macao SAR","MAC","Pelagic Fish",NA,1050,21,2,NA
"Colombia","COL","Moluscs; Other",NA,631,0,0,NA
"Comoros","COM","Demersal Fish",NA,28,0,0,NA
"Comoros","COM","Freshwater Fish",NA,27,0,0,NA
"Comoros","COM","Marine Fish; Other",NA,129,0,0,NA
"Comoros","COM","Pelagic Fish",NA,949,0,0,NA
"Congo","COG","Cephalopods",NA,11,0,0,NA
"Congo","COG","Freshwater Fish",NA,3023,0,0,NA
"Congo","COG","Moluscs; Other",NA,72,0,0,NA
"Congo, Dem. Rep. of the","COD","Aquatic Animals; Others",NA,0.63,0,0,NA
"Congo, Dem. Rep. of the","COD","Cephalopods",NA,8.96,0,0,NA
"Congo, Dem. Rep. of the","COD","Moluscs; Other",NA,21.23,0,0,NA
"Cook Islands","COK","Aquatic Animals; Others",NA,3,0,0,NA
"Cook Islands","COK","Cephalopods",NA,13,0,0,NA
"Cook Islands","COK","Crustaceans",NA,21,0,0,NA
"Cook Islands","COK","Moluscs; Other",NA,24,0,0,NA
"Costa Rica","CRI","Aquatic Animals; Others",NA,28,0,0,NA
"Costa Rica","CRI","Moluscs; Other",NA,537,0,0,NA
"Cuba","CUB","Pelagic Fish",NA,10566,0,0,NA
"Cura<e7>ao","CUW","Aquatic Animals; Others",NA,2,0,0,NA
"Cura<e7>ao","CUW","Cephalopods",NA,8,0,0,NA
"Cura<e7>ao","CUW","Crustaceans",NA,139,0,0,NA
"Cura<e7>ao","CUW","Demersal Fish",NA,675,0,0,NA
"Cura<e7>ao","CUW","Freshwater Fish",NA,51,0,0,NA
"Cura<e7>ao","CUW","Moluscs; Other",NA,59,0,0,NA
"Cyprus","CYP","Aquatic Animals; Others",NA,61,0,0,NA
"Djibouti","DJI","Cephalopods",NA,1,0,0,NA
"Djibouti","DJI","Crustaceans",NA,21,0,0,NA
"Djibouti","DJI","Demersal Fish",NA,13,0,0,NA
"Djibouti","DJI","Freshwater Fish",NA,8,0,0,NA
"Djibouti","DJI","Moluscs; Other",NA,3,0,0,NA
"Djibouti","DJI","Pelagic Fish",NA,665,0,0,NA
"Dominica","DMA","Crustaceans",NA,24,0,0,NA
"Dominica","DMA","Demersal Fish",NA,74,0,0,NA
"Dominica","DMA","Marine Fish; Other",NA,49,0,0,NA
"Dominica","DMA","Pelagic Fish",NA,173,0,0,NA
"Dominican Republic","DOM","Aquatic Animals; Others",NA,44,0,0,NA
"El Salvador","SLV","Aquatic Animals; Others",NA,1,0,0,NA
"Equatorial Guinea","GNQ","Aquatic Animals; Others",NA,11,0,0,NA
"Equatorial Guinea","GNQ","Cephalopods",NA,16,0,0,NA
"Equatorial Guinea","GNQ","Crustaceans",NA,37,0,0,NA
"Equatorial Guinea","GNQ","Demersal Fish",NA,1858,0,0,NA
"Equatorial Guinea","GNQ","Freshwater Fish",NA,843,0,0,NA
"Equatorial Guinea","GNQ","Moluscs; Other",NA,10,0,0,NA
"Eritrea","ERI","Marine Fish; Other",NA,2,0,0,NA
"Eritrea","ERI","Pelagic Fish",NA,4,0,0,NA
"Eswatini","SWZ","Aquatic Animals; Others",NA,350,0,0,NA
"Eswatini","SWZ","Cephalopods",NA,8,0,0,NA
"Eswatini","SWZ","Crustaceans",NA,19,0,0,NA
"Eswatini","SWZ","Demersal Fish",NA,1122,0,0,NA
"Eswatini","SWZ","Freshwater Fish",NA,115,0,0,NA
"Eswatini","SWZ","Marine Fish; Other",NA,1362,0,0,NA
"Eswatini","SWZ","Moluscs; Other",NA,5,0,0,NA
"Ethiopia","ETH","Aquatic Animals; Others",NA,20,0,0,NA
"Ethiopia","ETH","Cephalopods",NA,1,0,0,NA
"Ethiopia","ETH","Crustaceans",NA,5,0,0,NA
"Ethiopia","ETH","Demersal Fish",NA,2,0,0,NA
"Ethiopia","ETH","Freshwater Fish",NA,66,0,0,NA
"Ethiopia","ETH","Pelagic Fish",NA,989,0,0,NA
"Falkland Is.(Malvinas)","FLK","Crustaceans",NA,1,0,0,NA
"Falkland Is.(Malvinas)","FLK","Pelagic Fish",NA,5,0,0,NA
"Faroe Islands","FRO","Cephalopods",NA,220,0,0,NA
"Fiji","FJI","Cephalopods",NA,168,83,49.4047619047619,NA
"Finland","FIN","Aquatic Animals; Others",NA,20,0,0,NA
"French Polynesia","PYF","Cephalopods",NA,39,0,0,NA
"French Polynesia","PYF","Crustaceans",NA,39,0,0,NA
"Gabon","GAB","Aquatic Animals; Others",NA,1,0,0,NA
"Gabon","GAB","Cephalopods",NA,4,0,0,NA
"Gabon","GAB","Freshwater Fish",NA,896,0,0,NA
"Gabon","GAB","Moluscs; Other",NA,2,0,0,NA
"Georgia","GEO","Aquatic Animals; Others",NA,4,0,0,NA
"Georgia","GEO","Cephalopods",NA,38,0,0,NA
"Georgia","GEO","Crustaceans",NA,93,0,0,NA
"Ghana","GHA","Aquatic Animals; Others",NA,3,0,0,NA
"Greenland","GRL","Aquatic Animals; Others",NA,2,0,0,NA
"Greenland","GRL","Cephalopods",NA,50,0,0,NA
"Grenada","GRD","Aquatic Animals; Others",NA,1.39,0,0,NA
"Grenada","GRD","Freshwater Fish",NA,37.31,0,0,NA
"Guatemala","GTM","Aquatic Animals; Others",NA,2,0,0,NA
"Guatemala","GTM","Cephalopods",NA,226,0,0,NA
"Guatemala","GTM","Moluscs; Other",NA,258,0,0,NA
"Guinea","GIN","Cephalopods",NA,1,0,0,NA
"Guinea","GIN","Moluscs; Other",NA,4,0,0,NA
"Guinea-Bissau","GNB","Freshwater Fish",NA,1,0,0,NA
"Guyana","GUY","Cephalopods",NA,2,0,0,NA
"Haiti","HTI","Cephalopods",NA,2,0,0,NA
"Haiti","HTI","Demersal Fish",NA,1374,0,0,NA
"Haiti","HTI","Pelagic Fish",NA,21676,0,0,NA
"Iraq","IRQ","Aquatic Animals; Others",NA,2,0,0,NA
"Iraq","IRQ","Cephalopods",NA,8,0,0,NA
"Iraq","IRQ","Crustaceans",NA,199,0,0,NA
"Iraq","IRQ","Demersal Fish",NA,23387,0,0,NA
"Iraq","IRQ","Moluscs; Other",NA,103,0,0,NA
"Iraq","IRQ","Pelagic Fish",NA,3333,0,0,NA
"Israel","ISR","Aquatic Animals; Others",NA,149,0,0,NA
"Israel","ISR","Cephalopods",NA,1300,0,0,NA
"Israel","ISR","Demersal Fish",NA,19386,0,0,NA
"Israel","ISR","Moluscs; Other",NA,522,0,0,NA
"Jamaica","JAM","Cephalopods",NA,331,1,0.302114803625378,NA
"Jamaica","JAM","Demersal Fish",NA,219,11,5.02283105022831,NA
"Jordan","JOR","Aquatic Animals; Others",NA,41,0,0,NA
"Jordan","JOR","Cephalopods",NA,84,0,0,NA
"Jordan","JOR","Crustaceans",NA,671,1,0.14903129657228,NA
"Jordan","JOR","Demersal Fish",NA,3453,745,21.5754416449464,NA
"Jordan","JOR","Freshwater Fish",NA,3344,1,0.0299043062200957,NA
"Jordan","JOR","Marine Fish; Other",NA,8564,193,2.25361980382999,NA
"Jordan","JOR","Moluscs; Other",NA,49,0,0,NA
"Jordan","JOR","Pelagic Fish",NA,17799,261,1.46637451542221,NA
"Kazakhstan","KAZ","Cephalopods",NA,214,0,0,NA
"Kiribati","KIR","Cephalopods",NA,8,0,0,NA
"Kiribati","KIR","Crustaceans",NA,1,0,0,NA
"Kiribati","KIR","Demersal Fish",NA,7,0,0,NA
"Kuwait","KWT","Aquatic Animals; Others",NA,36,0,0,NA
"Kuwait","KWT","Cephalopods",NA,148,0,0,NA
"Kuwait","KWT","Demersal Fish",NA,9344,0,0,NA
"Kuwait","KWT","Freshwater Fish",NA,8598,0,0,NA
"Kyrgyzstan","KGZ","Cephalopods",NA,2,0,0,NA
"Kyrgyzstan","KGZ","Crustaceans",NA,1,0,0,NA
"Kyrgyzstan","KGZ","Demersal Fish",NA,547,0,0,NA
"Kyrgyzstan","KGZ","Moluscs; Other",NA,5,0,0,NA
"Kyrgyzstan","KGZ","Pelagic Fish",NA,2866,0,0,NA
"Lao People's Dem. Rep.","LAO","Aquatic Animals; Others",NA,10,0,0,NA
"Lao People's Dem. Rep.","LAO","Crustaceans",NA,21,0,0,NA
"Lao People's Dem. Rep.","LAO","Demersal Fish",NA,18,0,0,NA
"Lao People's Dem. Rep.","LAO","Moluscs; Other",NA,2,0,0,NA
"Lao People's Dem. Rep.","LAO","Pelagic Fish",NA,855,0,0,NA
"Lebanon","LBN","Aquatic Animals; Others",NA,437,0,0,NA
"Lebanon","LBN","Cephalopods",NA,888,0,0,NA
"Lebanon","LBN","Demersal Fish",NA,6463,0,0,NA
"Lebanon","LBN","Moluscs; Other",NA,226,0,0,NA
"Lesotho","LSO","Moluscs; Other",NA,1,0,0,NA
"Libya","LBY","Aquatic Animals; Others",NA,21,0,0,NA
"Libya","LBY","Crustaceans",NA,130,0,0,NA
"Libya","LBY","Freshwater Fish",NA,240,0,0,NA
"Libya","LBY","Moluscs; Other",NA,15,0,0,NA
"Malawi","MWI","Aquatic Animals; Others",NA,4,0,0,NA
"Malawi","MWI","Cephalopods",NA,3,0,0,NA
"Malawi","MWI","Crustaceans",NA,16,0,0,NA
"Malawi","MWI","Demersal Fish",NA,19,0,0,NA
"Malawi","MWI","Moluscs; Other",NA,2,0,0,NA
"Malawi","MWI","Pelagic Fish",NA,588,0,0,NA
"Maldives","MDV","Cephalopods",NA,390,0,0,NA
"Maldives","MDV","Crustaceans",NA,1066,0,0,NA
"Maldives","MDV","Freshwater Fish",NA,201,0,0,NA
"Maldives","MDV","Moluscs; Other",NA,329,0,0,NA
"Mali","MLI","Aquatic Animals; Others",NA,200,0,0,NA
"Mali","MLI","Cephalopods",NA,2,0,0,NA
"Mali","MLI","Crustaceans",NA,71,0,0,NA
"Mali","MLI","Demersal Fish",NA,28425,0,0,NA
"Mali","MLI","Moluscs; Other",NA,493,0,0,NA
"Malta","MLT","Aquatic Animals; Others",NA,8,0,0,NA
"Malta","MLT","Cephalopods",NA,685,0,0,NA
"Malta","MLT","Crustaceans",NA,241,0,0,NA
"Malta","MLT","Freshwater Fish",NA,1406,0,0,NA
"Malta","MLT","Moluscs; Other",NA,363,0,0,NA
"Marshall Islands","MHL","Cephalopods",NA,1,0,0,NA
"Mauritania","MRT","Freshwater Fish",NA,13,0,0,NA
"Mauritius","MUS","Aquatic Animals; Others",NA,19,0,0,NA
"Mauritius","MUS","Crustaceans",NA,1923,0,0,NA
"Micronesia, Fed.States of","FSM","Demersal Fish",NA,2,0,0,NA
"Moldova, Republic of","MDA","Aquatic Animals; Others",NA,8,0,0,NA
"Moldova, Republic of","MDA","Cephalopods",NA,73,0,0,NA
"Moldova, Republic of","MDA","Crustaceans",NA,206,0,0,NA
"Moldova, Republic of","MDA","Freshwater Fish",NA,3411,0,0,NA
"Moldova, Republic of","MDA","Marine Fish; Other",NA,3101,0,0,NA
"Moldova, Republic of","MDA","Moluscs; Other",NA,103,0,0,NA
"Moldova, Republic of","MDA","Pelagic Fish",NA,14525,20,0.137693631669535,NA
"Mongolia","MNG","Cephalopods",NA,11,0,0,NA
"Mongolia","MNG","Crustaceans",NA,16,0,0,NA
"Mongolia","MNG","Demersal Fish",NA,24,0,0,NA
"Mongolia","MNG","Marine Fish; Other",NA,242,0,0,NA
"Mongolia","MNG","Moluscs; Other",NA,1,0,0,NA
"Mongolia","MNG","Pelagic Fish",NA,687,0,0,NA
"Montenegro","MNE","Aquatic Animals; Others",NA,10,0,0,NA
"Montenegro","MNE","Cephalopods",NA,634,0,0,NA
"Montenegro","MNE","Crustaceans",NA,262,0,0,NA
"Montenegro","MNE","Marine Fish; Other",NA,452,0,0,NA
"Montenegro","MNE","Moluscs; Other",NA,107,0,0,NA
"Montenegro","MNE","Pelagic Fish",NA,1365,0,0,NA
"Montserrat","MSR","Cephalopods",NA,1,0,0,NA
"Montserrat","MSR","Crustaceans",NA,3,0,0,NA
"Montserrat","MSR","Freshwater Fish",NA,1,0,0,NA
"Montserrat","MSR","Marine Fish; Other",NA,56,0,0,NA
"Montserrat","MSR","Pelagic Fish",NA,21,0,0,NA
"Namibia","NAM","Aquatic Animals; Others",NA,9,0,0,NA
"Nepal","NPL","Aquatic Animals; Others",NA,199,0,0,NA
"Nepal","NPL","Cephalopods",NA,1,0,0,NA
"Nepal","NPL","Crustaceans",NA,23,0,0,NA
"Nepal","NPL","Demersal Fish",NA,104,0,0,NA
"Nepal","NPL","Freshwater Fish",NA,2255,0,0,NA
"Nepal","NPL","Moluscs; Other",NA,1,0,0,NA
"New Caledonia","NCL","Cephalopods",NA,53,0,0,NA
"New Caledonia","NCL","Demersal Fish",NA,214,0,0,NA
"New Caledonia","NCL","Freshwater Fish",NA,179,0,0,NA
"Nicaragua","NIC","Cephalopods",NA,80,0,0,NA
"Niger","NER","Crustaceans",NA,1,0,0,NA
"Niger","NER","Demersal Fish",NA,2010,0,0,NA
"Niger","NER","Freshwater Fish",NA,3422,0,0,NA
"Nigeria","NGA","Aquatic Animals; Others",NA,103,0,0,NA
"Nigeria","NGA","Cephalopods",NA,1,0,0,NA
"Nigeria","NGA","Freshwater Fish",NA,427,0,0,NA
"Nigeria","NGA","Pelagic Fish",NA,338330,0,0,NA
"North Macedonia","MKD","Moluscs; Other",NA,28,0,0,NA
"Palau","PLW","Cephalopods",NA,28,0,0,NA
"Palau","PLW","Crustaceans",NA,61,0,0,NA
"Palau","PLW","Demersal Fish",NA,9,0,0,NA
"Palau","PLW","Freshwater Fish",NA,113,0,0,NA
"Palestine","PSE","Aquatic Animals; Others",NA,20,0,0,NA
"Palestine","PSE","Demersal Fish",NA,2286,0,0,NA
"Palestine","PSE","Marine Fish; Other",NA,859,0,0,NA
"Papua New Guinea","PNG","Freshwater Fish",NA,841,0,0,NA
"Papua New Guinea","PNG","Moluscs; Other",NA,39,0,0,NA
"Paraguay","PRY","Aquatic Animals; Others",NA,1,0,0,NA
"Paraguay","PRY","Cephalopods",NA,71,0,0,NA
"Paraguay","PRY","Crustaceans",NA,135,0,0,NA
"Paraguay","PRY","Demersal Fish",NA,51,0,0,NA
"Paraguay","PRY","Moluscs; Other",NA,79,0,0,NA
"Paraguay","PRY","Pelagic Fish",NA,1612,0,0,NA
"Qatar","QAT","Cephalopods",NA,245,0,0,NA
"Qatar","QAT","Crustaceans",NA,3584,0,0,NA
"Qatar","QAT","Demersal Fish",NA,9204,0,0,NA
"Qatar","QAT","Freshwater Fish",NA,14303,0,0,NA
"Qatar","QAT","Moluscs; Other",NA,876,0,0,NA
"Qatar","QAT","Pelagic Fish",NA,7033,0,0,NA
"Rwanda","RWA","Crustaceans",NA,1.88,0,0,NA
"Rwanda","RWA","Moluscs; Other",NA,4.03,0,0,NA
"Saint Helena","SHN","Freshwater Fish",NA,2,0,0,NA
"Saint Kitts and Nevis","KNA","Cephalopods",NA,6,0,0,NA
"Saint Kitts and Nevis","KNA","Demersal Fish",NA,7,0,0,NA
"Saint Kitts and Nevis","KNA","Freshwater Fish",NA,37,0,0,NA
"Saint Kitts and Nevis","KNA","Pelagic Fish",NA,58,0,0,NA
"Saint Lucia","LCA","Aquatic Animals; Others",NA,1,0,0,NA
"Saint Lucia","LCA","Cephalopods",NA,22,0,0,NA
"Saint Lucia","LCA","Crustaceans",NA,88,0,0,NA
"Saint Lucia","LCA","Demersal Fish",NA,17,0,0,NA
"Saint Lucia","LCA","Freshwater Fish",NA,110,0,0,NA
"Saint Lucia","LCA","Marine Fish; Other",NA,875,0,0,NA
"Saint Lucia","LCA","Moluscs; Other",NA,43,0,0,NA
"Saint Lucia","LCA","Pelagic Fish",NA,992,0,0,NA
"Saint Vincent/Grenadines","VCT","Cephalopods",NA,2,0,0,NA
"Saint Vincent/Grenadines","VCT","Demersal Fish",NA,30,0,0,NA
"Saint Vincent/Grenadines","VCT","Moluscs; Other",NA,3,0,0,NA
"Saint Vincent/Grenadines","VCT","Pelagic Fish",NA,137,0,0,NA
"Samoa","WSM","Aquatic Animals; Others",NA,20,0,0,NA
"Samoa","WSM","Cephalopods",NA,35,0,0,NA
"Samoa","WSM","Crustaceans",NA,119,0,0,NA
"Samoa","WSM","Moluscs; Other",NA,46,0,0,NA
"Sao Tome and Principe","STP","Crustaceans",NA,6,0,0,NA
"Sao Tome and Principe","STP","Demersal Fish",NA,4,0,0,NA
"Sao Tome and Principe","STP","Moluscs; Other",NA,2,0,0,NA
"Sao Tome and Principe","STP","Pelagic Fish",NA,16,0,0,NA
"Saudi Arabia","SAU","Aquatic Animals; Others",NA,35,0,0,NA
"Seychelles","SYC","Aquatic Animals; Others",NA,1,0,0,NA
"Seychelles","SYC","Cephalopods",NA,238,0,0,NA
"Seychelles","SYC","Crustaceans",NA,304,0,0,NA
"Seychelles","SYC","Freshwater Fish",NA,47,0,0,NA
"Sierra Leone","SLE","Moluscs; Other",NA,1,0,0,NA
"Solomon Islands","SLB","Cephalopods",NA,4,0,0,NA
"Solomon Islands","SLB","Crustaceans",NA,26,0,0,NA
"South Sudan","SSD","Crustaceans",NA,2,0,0,NA
"South Sudan","SSD","Freshwater Fish",NA,2,0,0,NA
"St. Pierre and Miquelon","SPM","Cephalopods",NA,2,0,0,NA
"St. Pierre and Miquelon","SPM","Freshwater Fish",NA,10,0,0,NA
"St. Pierre and Miquelon","SPM","Marine Fish; Other",NA,1,0,0,NA
"St. Pierre and Miquelon","SPM","Pelagic Fish",NA,13,0,0,NA
"Switzerland","CHE","Aquatic Animals; Others",NA,2077,0,0,NA
"Syrian Arab Republic","SYR","Aquatic Animals; Others",NA,28,0,0,NA
"Syrian Arab Republic","SYR","Demersal Fish",NA,545,0,0,NA
"Syrian Arab Republic","SYR","Freshwater Fish",NA,2208,0,0,NA
"Syrian Arab Republic","SYR","Marine Fish; Other",NA,590,0,0,NA
"Tajikistan","TJK","Crustaceans",NA,9,0,0,NA
"Tajikistan","TJK","Demersal Fish",NA,1376,0,0,NA
"Tajikistan","TJK","Freshwater Fish",NA,17,0,0,NA
"Tajikistan","TJK","Marine Fish; Other",NA,78,0,0,NA
"Tajikistan","TJK","Pelagic Fish",NA,1237,0,0,NA
"Timor-Leste","TLS","Aquatic Animals; Others",NA,6,0,0,NA
"Timor-Leste","TLS","Cephalopods",NA,50,0,0,NA
"Timor-Leste","TLS","Crustaceans",NA,70,0,0,NA
"Timor-Leste","TLS","Demersal Fish",NA,8,0,0,NA
"Timor-Leste","TLS","Freshwater Fish",NA,21,0,0,NA
"Timor-Leste","TLS","Marine Fish; Other",NA,718,0,0,NA
"Timor-Leste","TLS","Moluscs; Other",NA,111,0,0,NA
"Timor-Leste","TLS","Pelagic Fish",NA,3462,0,0,NA
"Togo","TGO","Aquatic Animals; Others",NA,1,0,0,NA
"Togo","TGO","Crustaceans",NA,6,0,0,NA
"Togo","TGO","Pelagic Fish",NA,5378,61,1.13425065079955,NA
"Tonga","TON","Cephalopods",NA,71,0,0,NA
"Tonga","TON","Crustaceans",NA,20,0,0,NA
"Trinidad and Tobago","TTO","Moluscs; Other",NA,100,0,0,NA
"Turkmenistan","TKM","Cephalopods",NA,9,0,0,NA
"Turkmenistan","TKM","Crustaceans",NA,3,0,0,NA
"Turkmenistan","TKM","Demersal Fish",NA,46,0,0,NA
"Turkmenistan","TKM","Freshwater Fish",NA,48,0,0,NA
"Turkmenistan","TKM","Marine Fish; Other",NA,30,0,0,NA
"Turkmenistan","TKM","Pelagic Fish",NA,846,0,0,NA
"Turks and Caicos Is.","TCA","Demersal Fish",NA,93,0,0,NA
"Turks and Caicos Is.","TCA","Freshwater Fish",NA,148,0,0,NA
"Turks and Caicos Is.","TCA","Marine Fish; Other",NA,575,0,0,NA
"Turks and Caicos Is.","TCA","Pelagic Fish",NA,81,0,0,NA
"Tuvalu","TUV","Crustaceans",NA,4,0,0,NA
"Tuvalu","TUV","Freshwater Fish",NA,6,0,0,NA
"Uganda","UGA","Aquatic Animals; Others",NA,2,0,0,NA
"Uganda","UGA","Cephalopods",NA,1,0,0,NA
"Uganda","UGA","Crustaceans",NA,38,0,0,NA
"Uganda","UGA","Demersal Fish",NA,2,1,50,NA
"Uganda","UGA","Moluscs; Other",NA,2,0,0,NA
"United Arab Emirates","ARE","Aquatic Animals; Others",NA,278,2534,911.510791366906,NA
"Uruguay","URY","Aquatic Animals; Others",NA,2,0,0,NA
