"iso3c","year","genus_cat","common_name","scientific_name","production_sector","pred_consumption"
"AGO",2019,"Pelagic Fish","Sharks, rays, chimaeras","Chondrichthyes","Artisanal",131.387191036811
"AGO",2019,"Pelagic Fish","Sharks, rays, chimaeras","Chondrichthyes","Industrial",167.900784666665
"AGO",2019,"Pelagic Fish","Dolphinfishes","Coryphaena","Artisanal",1.75079537130123
"AGO",2019,"Pelagic Fish","Toothed seabreams","Dentex","Artisanal",663.533953588767
"AGO",2019,"Pelagic Fish","Toothed seabreams","Dentex","Industrial",993.210468009437
"AGO",2019,"Pelagic Fish","Large-eye dentex","Dentex macrophthalmus","Artisanal",1663.75813419423
"AGO",2019,"Pelagic Fish","Large-eye dentex","Dentex macrophthalmus","Industrial",3747.56010624725
"AGO",2019,"Pelagic Fish","Sharks, rays, skates","Elasmobranchii","Artisanal",8.80496103579311
"AGO",2019,"Pelagic Fish","European anchovy","Engraulis encrasicolus","Industrial",13.6903798667506
"AGO",2019,"Pelagic Fish","Little tunny","Euthynnus alletteratus","Artisanal",129.994039957099
"AGO",2019,"Pelagic Fish","Skipjack tuna","Katsuwonus pelamis","Artisanal",364.586320044138
"AGO",2019,"Pelagic Fish","Sand steenbras","Lithognathus mormyrus","Artisanal",82.1291018413435
"AGO",2019,"Pelagic Fish","Sand steenbras","Lithognathus mormyrus","Industrial",145.792798516906
"AGO",2019,"Pelagic Fish","Blue marlin","Makaira nigricans","Artisanal",0.126930686554276
"AGO",2019,"Pelagic Fish","Subtropical seabreams","Pagrus","Artisanal",175.798005103695
"AGO",2019,"Pelagic Fish","Subtropical seabreams","Pagrus","Industrial",396.651820804422
"AGO",2019,"Pelagic Fish","Bluefish","Pomatomus saltatrix","Artisanal",0.519261899893068
"AGO",2019,"Pelagic Fish","Bluefish","Pomatomus saltatrix","Industrial",1.17582917820865
"AGO",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Artisanal",35.0389856732159
"AGO",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Industrial",0.0522590745654884
"AGO",2019,"Pelagic Fish","European pilchard","Sardina pilchardus","Industrial",1072.49109770329
"AGO",2019,"Pelagic Fish","Sardinellas","Sardinella","Artisanal",23803.67465683
"AGO",2019,"Pelagic Fish","Sardinellas","Sardinella","Industrial",54552.4564433746
"AGO",2019,"Pelagic Fish","Round sardinella","Sardinella aurita","Artisanal",108.492729942532
"AGO",2019,"Pelagic Fish","Madeiran sardinella","Sardinella maderensis","Artisanal",108.492730621764
"AGO",2019,"Pelagic Fish","South American pilchard","Sardinops sagax","Artisanal",189.72675050349
"AGO",2019,"Pelagic Fish","South American pilchard","Sardinops sagax","Industrial",363.122179726973
"AGO",2019,"Pelagic Fish","West African Spanish mackerel","Scomberomorus tritor","Artisanal",10.5467861502952
"AGO",2019,"Pelagic Fish","West African Spanish mackerel","Scomberomorus tritor","Industrial",23.8823970851612
"AGO",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Artisanal",0.415409520205554
"AGO",2019,"Pelagic Fish","Yellowtail amberjack","Seriola lalandi","Artisanal",56.7411317191247
"AGO",2019,"Pelagic Fish","Yellowtail amberjack","Seriola lalandi","Industrial",137.986520639823
"AGO",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Artisanal",5.50249971841417
"AGO",2019,"Pelagic Fish","Barracudas, sennets","Sphyraena","Artisanal",17.5229446418547
"AGO",2019,"Pelagic Fish","Barracudas, sennets","Sphyraena","Industrial",2.29939928185182
"AGO",2019,"Pelagic Fish","Black seabream","Spondyliosoma cantharus","Artisanal",1.77702961370053
"AGO",2019,"Pelagic Fish","Black seabream","Spondyliosoma cantharus","Industrial",4.0239487429981
"AGO",2019,"Pelagic Fish","Albacore","Thunnus alalunga","Artisanal",0.057695766439156
"AGO",2019,"Pelagic Fish","Yellowfin tuna","Thunnus albacares","Artisanal",23.1152676132874
"AGO",2019,"Pelagic Fish","Bigeye tuna","Thunnus obesus","Artisanal",32.8634767525771
"AGO",2019,"Pelagic Fish","Pompanos","Trachinotus","Artisanal",9.7544313342235
"AGO",2019,"Pelagic Fish","Jacks, horse mackerels","Trachurus","Industrial",3427.13892533851
"AGO",2019,"Pelagic Fish","Cape horse mackerel","Trachurus capensis","Artisanal",823.562945704824
"AGO",2019,"Pelagic Fish","Cape horse mackerel","Trachurus capensis","Industrial",1857.75039686499
"AGO",2019,"Pelagic Fish","Atlantic horse mackerel","Trachurus trachurus","Industrial",4345.38897663131
"AGO",2019,"Pelagic Fish","Cunene horse mackerel","Trachurus trecae","Artisanal",10031.060997531
"AGO",2019,"Pelagic Fish","Cunene horse mackerel","Trachurus trecae","Industrial",21998.1102025577
"AGO",2019,"Pelagic Fish","Largehead hairtail","Trichiurus lepturus","Artisanal",1954.25687666078
"AGO",2019,"Pelagic Fish","Largehead hairtail","Trichiurus lepturus","Industrial",4244.25594523345
"AGO",2019,"Pelagic Fish","Swordfish","Xiphias gladius","Artisanal",0.207704759860194
"AGO",2019,"Pelagic Fish","John dory","Zeus faber","Artisanal",646.98261465016
"AGO",2019,"Pelagic Fish","John dory","Zeus faber","Industrial",1457.60867078119
"AIA",2019,"Crustaceans","Spiny lobsters","Panulirus","Artisanal",124.6108177
"AIA",2019,"Crustaceans","Caribbean spiny lobster","Panulirus argus","Artisanal",118.9113071
"AIA",2019,"Demersal Fish","Surgeons, tangs, unicornfishes","Acanthuridae","Artisanal",20.18481153
"AIA",2019,"Demersal Fish","Triggerfishes","Balistidae","Artisanal",0.034775535
"AIA",2019,"Demersal Fish","Whiptail stingrays","Dasyatidae","Artisanal",0.068187323
"AIA",2019,"Demersal Fish","Grunts, sweetlips, bonnetmouths","Haemulidae","Artisanal",40.26870581
"AIA",2019,"Demersal Fish","Squirrel-, soldierfishes","Holocentridae","Artisanal",20.13639853
"AIA",2019,"Demersal Fish","Snappers","Lutjanidae","Artisanal",112.4937479
"AIA",2019,"Demersal Fish","Goatfishes","Mullidae","Artisanal",20.21481395
"AIA",2019,"Demersal Fish","Eagle/manta rays","Myliobatidae","Artisanal",0.068187323
"AIA",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Artisanal",80.52241041
"AIA",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",49.894185281
"AIA",2019,"Pelagic Fish","Wahoo","Acanthocybium solandri","Artisanal",2.028572876
"AIA",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Artisanal",21.99041186
"AIA",2019,"Pelagic Fish","Herrings, sardines, menhadens","Clupeidae","Artisanal",20.95344631
"AIA",2019,"Pelagic Fish","Dolphinfishes","Coryphaena","Artisanal",2.063348411
"AIA",2019,"Pelagic Fish","Scads","Decapterus","Artisanal",20.17253781
"AIA",2019,"Pelagic Fish","Anchovies, round herrings","Engraulidae","Artisanal",20.95344631
"AIA",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Artisanal",8.816130786
"AIA",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Artisanal",20.12003357
"AIA",2019,"Moluscs; Other","Pink conch","Lobatus gigas","Artisanal",32
"ATG",2019,"Crustaceans","Batwing coral crab","Carpilius corallinus","Artisanal",0.911733182018788
"ATG",2019,"Crustaceans","Caribbean spiny lobster","Panulirus argus","Artisanal",360.613266817981
"ATG",2019,"Demersal Fish","Surgeons, tangs, unicornfishes","Acanthuridae","Artisanal",131.431632653061
"ATG",2019,"Demersal Fish","Triggerfishes","Balistidae","Artisanal",103.578571428571
"ATG",2019,"Demersal Fish","Mideye spined filefishes","Cantherhines","Artisanal",6.96326530612245
"ATG",2019,"Demersal Fish","Grunts, sweetlips, bonnetmouths","Haemulidae","Artisanal",109.671428571429
"ATG",2019,"Demersal Fish","Squirrel-, soldierfishes","Holocentridae","Artisanal",9.57448979591837
"ATG",2019,"Demersal Fish","Sea chubs","Kyphosus","Artisanal",0.870408163265306
"ATG",2019,"Demersal Fish","Snappers","Lutjanidae","Artisanal",289.845918367347
"ATG",2019,"Demersal Fish","Box-, cow-, trunkfishes","Ostraciidae","Artisanal",16.5377551020408
"ATG",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Artisanal",141.876530612245
"ATG",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",290
"ATG",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Artisanal",0
"ATG",2019,"Pelagic Fish","Sharks, rays, chimaeras","Chondrichthyes","Artisanal",0
"ATG",2019,"Pelagic Fish","Tunas, bonitos, billfishes","Scombroidei","Artisanal",0
"ATG",2019,"Pelagic Fish","Barracudas, sennets","Sphyraena","Artisanal",0
"ATG",2019,"Moluscs; Other","Pink conch","Lobatus gigas","Artisanal",788.17
"ARG",2019,"Cephalopods","Patagonian squid","Doryteuthis gahi","Industrial",19.3902953623745
"ARG",2019,"Cephalopods","Argentine shortfin squid","Illex argentinus","Industrial",63376.0746574276
"ARG",2019,"Crustaceans","Argentine stiletto shrimp","Artemesia longinaris","Industrial",29.5674265697227
"ARG",2019,"Crustaceans","King crabs","Lithodes","Industrial",812.582452551439
"ARG",2019,"Crustaceans","Argentine red shrimp","Pleoticus muelleri","Industrial",97803.7733208789
"ARG",2019,"Demersal Fish","Spotback skate","Atlantoraja castelnaui","Artisanal",0
"ARG",2019,"Demersal Fish","Eyespot skate","Atlantoraja cyclophora","Artisanal",0
"ARG",2019,"Demersal Fish","Broadnose skate","Bathyraja brachyurops","Artisanal",0
"ARG",2019,"Demersal Fish","Argentine conger","Conger orbignianus","Artisanal",0
"ARG",2019,"Demersal Fish","Stripped weakfish","Cynoscion guatucupa","Industrial",0
"ARG",2019,"Demersal Fish","South American silver porgy","Diplodus argenteus argenteus","Artisanal",0
"ARG",2019,"Demersal Fish","Patagonian toothfish","Dissostichus eleginoides","Industrial",0
"ARG",2019,"Demersal Fish","Pink cusk-eel","Genypterus blacodes","Industrial",0
"ARG",2019,"Demersal Fish","King weakfish","Macrodon ancylodon","Artisanal",0
"ARG",2019,"Demersal Fish","Whitemouth croaker","Micropogonias furnieri","Artisanal",0
"ARG",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Artisanal",0
"ARG",2019,"Demersal Fish","Narrownose smooth-hound","Mustelus schmitti","Artisanal",0
"ARG",2019,"Demersal Fish","Eagle/manta rays","Myliobatidae","Artisanal",0
"ARG",2019,"Demersal Fish","Castaneta","Nemadactylus bergi","Artisanal",0
"ARG",2019,"Demersal Fish","Cod icefishes","Nototheniidae","Industrial",0
"ARG",2019,"Demersal Fish","Parona leatherjacket","Parona signata","Artisanal",0
"ARG",2019,"Demersal Fish","Brazilian flathead","Percophis brasiliensis","Artisanal",0
"ARG",2019,"Demersal Fish","Black drum","Pogonias cromis","Artisanal",0
"ARG",2019,"Demersal Fish","Wreckfish","Polyprion americanus","Artisanal",0
"ARG",2019,"Demersal Fish","Argentinian sandperch","Pseudopercis semifasciata","Artisanal",0
"ARG",2019,"Demersal Fish","Skates and rays","Rajiformes","Artisanal",0
"ARG",2019,"Demersal Fish","Rio skate","Rioraja agassizii","Artisanal",0
"ARG",2019,"Demersal Fish","Tadpole codling","Salilota australis","Artisanal",0
"ARG",2019,"Demersal Fish","Bignose fanskate","Sympterygia acuta","Artisanal",0
"ARG",2019,"Demersal Fish","Smallnose fanskate","Sympterygia bonapartii","Artisanal",0
"ARG",2019,"Demersal Fish","Argentine croaker","Umbrina canosai","Artisanal",0
"ARG",2019,"Demersal Fish","Brazilian codling","Urophycis brasiliensis","Artisanal",0
"ARG",2019,"Demersal Fish","Yellownose skate","Zearaja chilensis","Artisanal",0
"ARG",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",10862
"ARG",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Industrial",5018.976
"ARG",2019,"Pelagic Fish","Argentine seabass","Acanthistius brasilianus","Artisanal",996.509088253589
"ARG",2019,"Pelagic Fish","Brazilian menhaden","Brevoortia aurea","Artisanal",75.0591582827282
"ARG",2019,"Pelagic Fish","Copper shark","Carcharhinus brachyurus","Industrial",1.43603194972739
"ARG",2019,"Pelagic Fish","Sharks, rays, chimaeras","Chondrichthyes","Artisanal",461.21877523729
"ARG",2019,"Pelagic Fish","Patagonian blennie","Eleginops maclovinus","Artisanal",8.88858453348097
"ARG",2019,"Pelagic Fish","Argentine anchovy","Engraulis anchoita","Industrial",6590.47012479671
"ARG",2019,"Pelagic Fish","Tope shark","Galeorhinus galeus","Industrial",14.8143075558016
"ARG",2019,"Pelagic Fish","Ridge scaled rattail","Macrourus carinatus","Industrial",612.324712306467
"ARG",2019,"Pelagic Fish","Patagonian grenadier","Macruronus magellanicus","Industrial",39602.5643074616
"ARG",2019,"Pelagic Fish","Southern hake","Merluccius australis","Industrial",194.561239232861
"ARG",2019,"Pelagic Fish","Argentine hake","Merluccius hubbsi","Industrial",390119.269109851
"ARG",2019,"Pelagic Fish","Southern blue whiting","Micromesistius australis","Industrial",85811.3899828921
"ARG",2019,"Pelagic Fish","Red porgy","Pagrus pagrus","Artisanal",5176.11905999708
"ARG",2019,"Pelagic Fish","American harvestfish","Peprilus paru","Artisanal",280.484223056511
"ARG",2019,"Pelagic Fish","Bluefish","Pomatomus saltatrix","Artisanal",1469.57930953552
"ARG",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Industrial",32.5914766227636
"ARG",2019,"Pelagic Fish","Yellowtail amberjack","Seriola lalandi","Artisanal",2.96286151116032
"ARG",2019,"Pelagic Fish","Picked dogfish","Squalus acanthias","Artisanal",2.96286151116032
"ARG",2019,"Pelagic Fish","Argentine angelshark","Squatina argentina","Artisanal",1926.84760275793
"ARG",2019,"Pelagic Fish","Southwest Atlantic butterfish","Stromateus brasiliensis","Artisanal",795.034505494687
"ARG",2019,"Pelagic Fish","Snoek","Thyrsites atun","Industrial",2.96286151116032
"ARG",2019,"Pelagic Fish","Rough scad","Trachurus lathami","Industrial",2.96286151116032
"ARG",2019,"Pelagic Fish","Largehead hairtail","Trichiurus lepturus","Artisanal",196.536480240301
"ARG",2019,"Moluscs; Other","Chilean ribbed mussel","Aulacomya atra","Artisanal",4.84944400404136
"ARG",2019,"Moluscs; Other","River Plata mussel","Mytilus platensis","Industrial",12.9965099308308
"ARG",2019,"Moluscs; Other","Patagonean scallop","Zygochlamys patagonica","Artisanal",4354.9946933893
"ARG",2019,"Moluscs; Other","Pacific cupped oyster","Crassostrea gigas","aquaculture",3.00966494745309
"ARG",2019,"Moluscs; Other","Blue mussel","Mytilus edulis","aquaculture",0.776687728374991
"ARG",2019,"Freshwater Fish","Rainbow trout","Oncorhynchus mykiss","aquaculture",13
"ABW",2019,"Crustaceans","Caribbean spiny lobster","Panulirus argus","Artisanal",0
"ABW",2019,"Crustaceans","Commercial shrimps and prawns","Penaeidae","Artisanal",0
"ABW",2019,"Demersal Fish","Triggerfishes","Balistidae","Artisanal",0
"ABW",2019,"Demersal Fish","Lefteye flounders","Bothidae","Artisanal",0
"ABW",2019,"Demersal Fish","Butterflyfishes","Chaetodontidae","Artisanal",0
"ABW",2019,"Demersal Fish","Whiptail stingrays","Dasyatidae","Artisanal",0
"ABW",2019,"Demersal Fish","Grunts, sweetlips, bonnetmouths","Haemulidae","Artisanal",0
"ABW",2019,"Demersal Fish","Squirrel-, soldierfishes","Holocentridae","Artisanal",0
"ABW",2019,"Demersal Fish","Wrasses, gropers, tuskfishes","Labridae","Artisanal",0
"ABW",2019,"Demersal Fish","Snappers","Lutjanidae","Artisanal",0
"ABW",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Artisanal",0
"ABW",2019,"Demersal Fish","Goatfishes","Mullidae","Artisanal",0
"ABW",2019,"Demersal Fish","Moray eels","Muraenidae","Artisanal",0
"ABW",2019,"Demersal Fish","Bigeyes, catalufas","Priacanthidae","Artisanal",0
"ABW",2019,"Demersal Fish","Drums, croakers","Sciaenidae","Artisanal",0
"ABW",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Artisanal",0
"ABW",2019,"Demersal Fish","Barracudas","Sphyraenidae","Artisanal",0
"ABW",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",10.71428572
"ABW",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Artisanal",0
"ABW",2019,"Pelagic Fish","Herrings, sardines, menhadens","Clupeidae","Artisanal",0
"ABW",2019,"Pelagic Fish","Dolphinfishes","Coryphaena","Artisanal",0
"ABW",2019,"Pelagic Fish","Anchovies, round herrings","Engraulidae","Artisanal",0
"ABW",2019,"Pelagic Fish","Mojarras, silverbellies","Gerreidae","Artisanal",0
"ABW",2019,"Pelagic Fish","Halfbeaks, garfishes","Hemiramphidae","Artisanal",0
"ABW",2019,"Pelagic Fish","Billfishes","Istiophoridae","Artisanal",0
"ABW",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Artisanal",0
"ABW",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Artisanal",0
"ABW",2019,"Pelagic Fish","Swordfishes","Xiphiidae","Artisanal",0
"ABW",2019,"Moluscs; Other","Pink conch","Lobatus gigas","Artisanal",0
"SHN",2019,"Demersal Fish","Squirrel-, soldierfishes","Holocentridae","Artisanal",0.0340673463115118
"SHN",2019,"Demersal Fish","Moray eels","Muraenidae","Artisanal",0.103003408366001
"SHN",2019,"Demersal Fish","Bigeyes, catalufas","Priacanthidae","Artisanal",8.19790363021964
"SHN",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Artisanal",0.294964272029704
"SHN",2019,"Demersal Fish","Spinycheek soldierfish","Corniger spinosus","Artisanal",0.0109255703869694
"SHN",2019,"Demersal Fish","Rock hind","Epinephelus adscensionis","Artisanal",0.714506623146871
"SHN",2019,"Demersal Fish","Spotted moray","Gymnothorax moringa","Artisanal",0.249509957931299
"SHN",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Industrial",13.194393921608
"SHN",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",0.16397989
"SHN",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",22.39382666
"SHN",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Industrial",77.78950067
"SHN",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Artisanal",0.256227218769434
"SHN",2019,"Pelagic Fish","Requiem sharks","Carcharhinidae","Artisanal",0.370003132497629
"SHN",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Artisanal",6.53777817901612
"SHN",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Artisanal",0.0905085825010322
"SHN",2019,"Pelagic Fish","Swordfishes","Xiphiidae","Artisanal",0.0860928920430132
"SHN",2019,"Pelagic Fish","Wahoo","Acanthocybium solandri","Industrial",1.61055250565665
"SHN",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Industrial",0.322110501131331
"SHN",2019,"Pelagic Fish","Black jack","Caranx lugubris","Artisanal",0.0131056487585352
"SHN",2019,"Pelagic Fish","Galapagos shark","Carcharhinus galapagensis","Artisanal",0.896279122912438
"SHN",2019,"Pelagic Fish","Longfinned bullseye","Cookeolus japonicus","Artisanal",7.27188846511124
"SHN",2019,"Pelagic Fish","St. Helena white seabream","Diplodus sargus helenae","Artisanal",0.219243827466004
"SHN",2019,"Pelagic Fish","Shortfin mako","Isurus oxyrinchus","Industrial",0.0708095514637004
