"species","nutrient","nutrient_units","value","ssd","count","se","lower_ci","upper_ci","taxa_match","genus_cat"
"coryphaena hippurus","DHA+EPA","g",0.2625,0.218495995386643,2,0.1545,0,2.22560863173899,"species","Pelagic Fish"
"katsuwonus pelamis","DHA+EPA","g",0.741,0.889540330732677,2,0.629,0,8.73320277905388,"species","Pelagic Fish"
"scomber scombrus","DHA+EPA","g",2.5,2.62999713018131,7,0.994045479324757,1.19437262177746,6.05905594965112,"species","Pelagic Fish"
"thunnus alalunga","DHA+EPA","g",0.7435,0.787009847460627,2,0.5565,0,7.81450293568122,"species","Pelagic Fish"
"xiphias gladius","DHA+EPA","g",0.733,0.0325269119345812,2,0.023,0.440757291067982,1.02524270893202,"species","Pelagic Fish"
"thunnus albacares","DHA+EPA","g",0.1,0.0828284620968743,3,0.0478210348881931,0,0.340530639634462,"species","Pelagic Fish"
"thunnus obesus","DHA+EPA","g",0.23,NA,1,NA,NA,NA,"species","Pelagic Fish"
"penaeus monodon","DHA+EPA","g",0.14,0.0548889788573262,5,0.024547097588106,0.0634463310546905,0.199753668945309,"species","Crustaceans"
"penaeus semisulcatus","DHA+EPA","g",0.17,0.0282842712474619,2,0.02,0,0.424124094723494,"species","Crustaceans"
"portunus pelagicus","DHA+EPA","g",0.185,0.0212132034355964,2,0.015,0,0.375593071042621,"species","Crustaceans"
"scylla serrata","DHA+EPA","g",0.37,0.0424264068711929,2,0.03,0,0.751186142085241,"species","Crustaceans"
"lates calcarifer","DHA+EPA","g",0.46609,NA,1,NA,NA,NA,"species","Demersal Fish"
"muraenesox cinereus","DHA+EPA","g",0.86,NA,1,NA,NA,NA,"species","Demersal Fish"
"euthynnus affinis","DHA+EPA","g",0.08,0.135334654864155,5,0.0605234975975447,0,0.308138968654153,"species","Pelagic Fish"
"makaira mazara","DHA+EPA","g",0.04,NA,1,NA,NA,NA,"species","Pelagic Fish"
"pampus argenteus","DHA+EPA","g",0.89,NA,1,NA,NA,NA,"species","Pelagic Fish"
"scomberomorus commerson","DHA+EPA","g",1.49178,NA,1,NA,NA,NA,"species","Pelagic Fish"
"trichiurus lepturus","DHA+EPA","g",2.37,NA,1,NA,NA,NA,"species","Pelagic Fish"
"perna viridis","DHA+EPA","g",0.19,NA,1,NA,NA,NA,"species","Moluscs; Other"
"hoplostethus atlanticus","DHA+EPA","g",0.019,NA,1,NA,NA,NA,"species","Pelagic Fish"
"pomatomus saltatrix","DHA+EPA","g",0.771,0.24768326548235,3,0.143,0.298720659645827,1.52927934035417,"species","Pelagic Fish"
"seriola lalandi","DHA+EPA","g",1.37178,0.68133981008011,2,0.48178,0,7.49337531779424,"species","Pelagic Fish"
"dissostichus eleginoides","DHA+EPA","g",0.7,NA,1,NA,NA,NA,"species","Demersal Fish"
"micromesistius australis","DHA+EPA","g",0.095,NA,1,NA,NA,NA,"species","Pelagic Fish"
"thyrsites atun","DHA+EPA","g",0.72,NA,1,NA,NA,NA,"species","Pelagic Fish"
"crassostrea gigas","DHA+EPA","g",0.4,0.180435746790928,5,0.080693319079091,0.182871429220694,0.630952570779306,"species","Moluscs; Other"
"mytilus edulis","DHA+EPA","g",0.441,0.0958982595800163,7,0.0362461351446629,0.317451759499179,0.494833954786535,"species","Moluscs; Other"
"oncorhynchus mykiss","DHA+EPA","g",1.21,0.626777915160811,25,0.125355583032162,0.989242792487878,1.50668520751212,"species","Freshwater Fish"
"scomberomorus cavalla","DHA+EPA","g",0.313,NA,1,NA,NA,NA,"species","Pelagic Fish"
"jasus edwardsii","DHA+EPA","g",0.215,0.0353553390593274,2,0.025,0,0.532655118404367,"species","Crustaceans"
"melicertus latisulcatus","DHA+EPA","g",0.138825,0.0140502117421767,2,0.009935,0.0125888559461044,0.265061144053896,"species","Crustaceans"
"metapenaeus endeavouri","DHA+EPA","g",0.10036,0.0100021597667704,3,0.00577474963382252,0.0752732577244138,0.124966742275586,"species","Crustaceans"
"lethrinus nebulosus","DHA+EPA","g",0.031,NA,1,NA,NA,NA,"species","Demersal Fish"
"macruronus novaezelandiae","DHA+EPA","g",0.26047,0.0459195143702544,2,0.03247,0,0.673040467783592,"species","Demersal Fish"
"pagrus auratus","DHA+EPA","g",0.2352,NA,1,NA,NA,NA,"species","Demersal Fish"
"pseudocaranx dentex","DHA+EPA","g",1.3,NA,1,NA,NA,NA,"species","Demersal Fish"
"argyrosomus japonicus","DHA+EPA","g",0.565,0.657609306503489,2,0.465,0,6.47338520232123,"species","Pelagic Fish"
"beryx splendens","DHA+EPA","g",1.14,NA,1,NA,NA,NA,"species","Pelagic Fish"
"chanos chanos","DHA+EPA","g",0.39767,NA,1,NA,NA,NA,"species","Pelagic Fish"
"cyprinus carpio","DHA+EPA","g",0.326,0.246118535127555,4,0.123059267563777,0.0258704886107377,0.809129511389262,"species","Pelagic Fish"
"mugil cephalus","DHA+EPA","g",0.88,8.15695855798389,4,4.07847927899195,0,17.7507913126041,"species","Pelagic Fish"
"protonibea diacanthus","DHA+EPA","g",0.000199,NA,1,NA,NA,NA,"species","Pelagic Fish"
"rexea solandri","DHA+EPA","g",0.42686,NA,1,NA,NA,NA,"species","Pelagic Fish"
"scomber australasicus","DHA+EPA","g",1.06,NA,1,NA,NA,NA,"species","Pelagic Fish"
"seriolella punctata","DHA+EPA","g",1.04,NA,1,NA,NA,NA,"species","Pelagic Fish"
"thunnus maccoyii","DHA+EPA","g",2.0045,2.82206316371551,2,1.9955,0,27.3597315510366,"species","Pelagic Fish"
"salmo salar","DHA+EPA","g",1.966,0.585946185323041,31,0.105239041586381,1.5833261072664,2.01317969918521,"species","Freshwater Fish"
"ommastrephes bartramii","DHA+EPA","g",0.276,NA,1,NA,NA,NA,"species","Cephalopods"
"scophthalmus maximus","DHA+EPA","g",0.49,NA,1,NA,NA,NA,"species","Demersal Fish"
"pleuronectes platessa","DHA+EPA","g",0.48,0.0989949493661167,2,0.07,0,1.36943433153223,"species","Demersal Fish"
"belone belone","DHA+EPA","g",0.78,NA,1,NA,NA,NA,"species","Pelagic Fish"
"merlangius merlangus","DHA+EPA","g",17.13,23.8577827972341,2,16.87,0,231.483673899267,"species","Pelagic Fish"
"trachurus trachurus","DHA+EPA","g",1.26,6.63079921384185,8,2.344341544397,0,9.19223686989763,"species","Pelagic Fish"
"pecten maximus","DHA+EPA","g",0.21,NA,1,NA,NA,NA,"species","Moluscs; Other"
"lutjanus campechanus","DHA+EPA","g",0.36488,NA,1,NA,NA,NA,"species","Demersal Fish"
"cancer pagurus","DHA+EPA","g",0.215,0.0353553390593274,2,0.025,0,0.532655118404367,"species","Crustaceans"
"caranx hippos","DHA+EPA","g",0.49878,NA,1,NA,NA,NA,"species","Demersal Fish"
"melanogrammus aeglefinus","DHA+EPA","g",0.131,0.0433386443631789,15,0.0111899898577198,0.107666525381894,0.155666807951439,"species","Demersal Fish"
"molva molva","DHA+EPA","g",0.05,NA,1,NA,NA,NA,"species","Demersal Fish"
"sprattus sprattus","DHA+EPA","g",2.56,NA,1,NA,NA,NA,"species","Pelagic Fish"
"clupea harengus","DHA+EPA","g",1.629,0.865083348585557,6,0.353168798168808,1.11215070251376,2.92784929748624,"species","Pelagic Fish"
"pollachius pollachius","DHA+EPA","g",0.05,NA,1,NA,NA,NA,"species","Pelagic Fish"
"chamelea gallina","DHA+EPA","g",0.39,NA,1,NA,NA,NA,"species","Moluscs; Other"
"arca noae","DHA+EPA","g",0.802,NA,1,NA,NA,NA,"species","Moluscs; Other"
"ostrea edulis","DHA+EPA","g",0.22,NA,1,NA,NA,NA,"species","Moluscs; Other"
"ruditapes philippinarum","DHA+EPA","g",0.024,NA,1,NA,NA,NA,"species","Moluscs; Other"
"esox lucius","DHA+EPA","g",0.107,0.0914942169889674,12,0.0264121054039372,0.0745590146258248,0.190824318707509,"species","Demersal Fish"
"microstomus kitt","DHA+EPA","g",0.04,NA,1,NA,NA,NA,"species","Demersal Fish"
"gadus morhua","DHA+EPA","g",0.266,0.133233952706681,26,0.0261293278740179,0.221570257270544,0.329198973498687,"species","Pelagic Fish"
"pandalus borealis","DHA+EPA","g",0.17,0.0282842712474619,2,0.02,0,0.424124094723494,"species","Crustaceans"
"chionoecetes opilio","DHA+EPA","g",0.2365,0.191625937701554,2,0.1355,0,1.95819074175167,"species","Crustaceans"
"paralithodes camtschaticus","DHA+EPA","g",0.18,0.0878426623761674,3,0.0507159847692137,0,0.380546603642523,"species","Crustaceans"
"anarhichas lupus","DHA+EPA","g",0.623,NA,1,NA,NA,NA,"species","Demersal Fish"
"hippoglossus hippoglossus","DHA+EPA","g",0.59,0.568659339538572,9,0.189553113179524,0.206667514944972,1.08088804061058,"species","Demersal Fish"
"pollachius virens","DHA+EPA","g",0.116,0.170335697961408,4,0.085167848980704,0,0.444292106317602,"species","Demersal Fish"
"reinhardtius hippoglossoides","DHA+EPA","g",0.919,0.0109696551146029,3,0.00633333333333334,0.885416532711587,0.939916800621747,"species","Demersal Fish"
"mallotus villosus","DHA+EPA","g",1.1,NA,1,NA,NA,NA,"species","Pelagic Fish"
"salvelinus alpinus","DHA+EPA","g",0.6,NA,1,NA,NA,NA,"species","Freshwater Fish"
"callinectes sapidus","DHA+EPA","g",0.32,0.0572712842531054,5,0.0256124969497314,0.244888308212025,0.387111691787975,"species","Crustaceans"
"archosargus probatocephalus","DHA+EPA","g",0.261,NA,1,NA,NA,NA,"species","Demersal Fish"
"trachinotus carolinus","DHA+EPA","g",0.568,NA,1,NA,NA,NA,"species","Pelagic Fish"
"crassostrea rhizophorae","DHA+EPA","g",0.36,NA,1,NA,NA,NA,"species","Moluscs; Other"
"mya arenaria","DHA+EPA","g",0.4,NA,1,NA,NA,NA,"species","Moluscs; Other"
"marsupenaeus japonicus","DHA+EPA","g",0.079,NA,1,NA,NA,NA,"species","Crustaceans"
"metapenaeus affinis","DHA+EPA","g",0.17036,NA,1,NA,NA,NA,"species","Crustaceans"
"homarus americanus","DHA+EPA","g",0.145,0.032756407388479,4,0.0163782036942395,0.0872097461660836,0.191455253833916,"species","Crustaceans"
"stenodus leucichthys","DHA+EPA","g",0.34,0.215544341919089,3,0.124444583829287,0,0.782208494982284,"species","Demersal Fish"
"anguilla rostrata","DHA+EPA","g",0.184,0.0226274169979695,2,0.016,0,0.387299275778795,"species","Demersal Fish"
"anoplopoma fimbria","DHA+EPA","g",1.0825,0.390987212067096,4,0.195493606033548,0.438352095771947,1.68264790422805,"species","Demersal Fish"
"gadus macrocephalus","DHA+EPA","g",0.15,0.0689059187662834,13,0.0191110633303685,0.114591339257979,0.197870199203559,"species","Demersal Fish"
"hippoglossus stenolepis","DHA+EPA","g",0.355,0.0636396103067893,2,0.045,0,0.926779213127861,"species","Demersal Fish"
"oncorhynchus gorbuscha","DHA+EPA","g",1.005,0.231154710096939,5,0.103375529019203,0.635983518457403,1.2100164815426,"species","Demersal Fish"
"oncorhynchus kisutch","DHA+EPA","g",1.085,0.417356442384684,6,0.170385054117627,0.717011274821318,1.59298872517868,"species","Demersal Fish"
"ophiodon elongatus","DHA+EPA","g",0,0,2,0,0,0,"species","Demersal Fish"
"sebastes alutus","DHA+EPA","g",0.45,NA,1,NA,NA,NA,"species","Demersal Fish"
"sebastes pinniger","DHA+EPA","g",0.5,NA,1,NA,NA,NA,"species","Demersal Fish"
"alosa sapidissima","DHA+EPA","g",2.4085,0.00212132034355972,2,0.00150000000000006,2.38944069289574,2.42755930710426,"species","Pelagic Fish"
"merluccius productus","DHA+EPA","g",0.4,NA,1,NA,NA,NA,"species","Pelagic Fish"
"oncorhynchus keta","DHA+EPA","g",0.627,0.443603426497136,7,0.167666335321077,0.502735257064809,1.32326474293519,"species","Pelagic Fish"
"oncorhynchus nerka","DHA+EPA","g",1.172,1.74522565057604,7,0.65963329330216,0.00822119149487466,3.23635023707655,"species","Pelagic Fish"
"oncorhynchus tshawytscha","DHA+EPA","g",1.355,0.618651965713318,7,0.233828464196957,1.00160093125001,2.14591621160713,"species","Pelagic Fish"
"crassostrea virginica","DHA+EPA","g",0.3215,0.118948728450539,6,0.0485606150427827,0.224170965043695,0.473829034956305,"species","Moluscs; Other"
"spisula solidissima","DHA+EPA","g",0.1,NA,1,NA,NA,NA,"species","Moluscs; Other"
"euphausia superba","DHA+EPA","g",0.55,NA,1,NA,NA,NA,"species","Crustaceans"
"glycymeris glycymeris","DHA+EPA","g",0.0465,0.113862166048002,36,0.0189770276746671,0.0542245856630322,0.131275414336968,"species","Moluscs; Other"
"scomber japonicus","DHA+EPA","g",3.33,2.36173664916307,2,1.67,0,24.5493619094117,"species","Pelagic Fish"
"todarodes pacificus","DHA+EPA","g",0.326,NA,1,NA,NA,NA,"species","Cephalopods"
"metapenaeus joyneri","DHA+EPA","g",0.062,NA,1,NA,NA,NA,"species","Crustaceans"
"portunus trituberculatus","DHA+EPA","g",0.033,NA,1,NA,NA,NA,"species","Crustaceans"
"acanthopagrus schlegelii","DHA+EPA","g",0.67,NA,1,NA,NA,NA,"species","Demersal Fish"
"arctoscopus japonicus","DHA+EPA","g",1.22,NA,1,NA,NA,NA,"species","Demersal Fish"
"conger myriaster","DHA+EPA","g",1.11,NA,1,NA,NA,NA,"species","Demersal Fish"
"dasyatis akajei","DHA+EPA","g",0.037,NA,1,NA,NA,NA,"species","Demersal Fish"
"lateolabrax japonicus","DHA+EPA","g",0.7,NA,1,NA,NA,NA,"species","Demersal Fish"
"pagrus major","DHA+EPA","g",0.91,0.287112057101985,3,0.165764223455418,0.270107444788079,1.69655922187859,"species","Demersal Fish"
"paralichthys olivaceus","DHA+EPA","g",0.43,0.156204993518133,3,0.0901849950564579,0.12196528483789,0.89803471516211,"species","Demersal Fish"
"stephanolepis cirrhifer","DHA+EPA","g",0.019,NA,1,NA,NA,NA,"species","Demersal Fish"
"trachurus japonicus","DHA+EPA","g",0.805,0.0919238815542511,2,0.0649999999999999,0,1.63090330785135,"species","Demersal Fish"
"takifugu rubripes","DHA+EPA","g",0.074,NA,1,NA,NA,NA,"species","Demersal Fish"
"cololabis saira","DHA+EPA","g",3.375,1.30814754519511,2,0.925,0,15.1282393809616,"species","Pelagic Fish"
"decapterus maruadsi","DHA+EPA","g",1.12,NA,1,NA,NA,NA,"species","Pelagic Fish"
"engraulis japonicus","DHA+EPA","g",1.87,NA,1,NA,NA,NA,"species","Pelagic Fish"
"hyporhamphus sajori","DHA+EPA","g",0.293,NA,1,NA,NA,NA,"species","Pelagic Fish"
"pennahia argentata","DHA+EPA","g",0.152,NA,1,NA,NA,NA,"species","Pelagic Fish"
"psenopsis anomala","DHA+EPA","g",0.81,NA,1,NA,NA,NA,"species","Pelagic Fish"
"scomberomorus niphonius","DHA+EPA","g",1.44,NA,1,NA,NA,NA,"species","Pelagic Fish"
"spratelloides gracilis","DHA+EPA","g",0.189,NA,1,NA,NA,NA,"species","Pelagic Fish"
"apostichopus japonicus","DHA+EPA","g",0.022,NA,1,NA,NA,NA,"species","Moluscs; Other"
"meretrix lusoria","DHA+EPA","g",0.077,NA,1,NA,NA,NA,"species","Moluscs; Other"
"mizuhopecten yessoensis","DHA+EPA","g",0.075,0.0395979797464467,2,0.028,0,0.430773732612891,"species","Moluscs; Other"
"mytilus coruscus","DHA+EPA","g",0.61,NA,1,NA,NA,NA,"species","Moluscs; Other"
"turbo cornutus","DHA+EPA","g",0.007,NA,1,NA,NA,NA,"species","Moluscs; Other"
"sinonovacula constricta","DHA+EPA","g",0.105,NA,1,NA,NA,NA,"species","Moluscs; Other"
"lota lota","DHA+EPA","g",0.133,0.0840099630334932,10,0.0265662829332387,0.0469528927736504,0.16714710722635,"species","Demersal Fish"
"litopenaeus vannamei","DHA+EPA","g",0.165,0.0212132034355964,2,0.015,0,0.35559307104262,"species","Crustaceans"
"scomberomorus maculatus","DHA+EPA","g",1.063815,0.391998786286386,2,0.277185,0,4.58578435979658,"species","Pelagic Fish"
"pleurogrammus azonus","DHA+EPA","g",0.98,NA,1,NA,NA,NA,"species","Demersal Fish"
"konosirus punctatus","DHA+EPA","g",1.14,NA,1,NA,NA,NA,"species","Pelagic Fish"
"seriola quinqueradiata","DHA+EPA","g",1.36,0.782559901860554,3,0.451811169996198,0,3.68398656391544,"species","Pelagic Fish"
"metapenaeus monoceros","DHA+EPA","g",0.245,0.0353553390593274,2,0.025,0,0.562655118404367,"species","Crustaceans"
"pecten novaezelandiae","DHA+EPA","g",0.15,NA,1,NA,NA,NA,"species","Moluscs; Other"
"perna canaliculus","DHA+EPA","g",0.49,NA,1,NA,NA,NA,"species","Moluscs; Other"
"erimacrus isenbeckii","DHA+EPA","g",0.131,NA,1,NA,NA,NA,"species","Crustaceans"
"oplegnathus fasciatus","DHA+EPA","g",0.8,NA,1,NA,NA,NA,"species","Demersal Fish"
"morone saxatilis","DHA+EPA","g",0.754,NA,1,NA,NA,NA,"species","Freshwater Fish"
"genypterus capensis","DHA+EPA","g",0.023,NA,1,NA,NA,NA,"species","Demersal Fish"
"oreochromis mossambicus","DHA+EPA","g",5.8e-05,NA,1,NA,NA,NA,"species","Freshwater Fish"
"dentex tumifrons","DHA+EPA","g",0.45,NA,1,NA,NA,NA,"species","Demersal Fish"
"decapterus muroadsi","DHA+EPA","g",1.25,NA,1,NA,NA,NA,"species","Pelagic Fish"
"coregonus autumnalis","DHA+EPA","g",0.3002,0.423981225999454,2,0.2998,0,4.10952017990517,"species","Pelagic Fish"
"morone americana","DHA+EPA","g",0.3,NA,1,NA,NA,NA,"species","Demersal Fish"
"octopus vulgaris","Iron","mg",3.3,1.88929734145911,9,0.629765780486369,1.36997972821058,4.27446471623387,"species","Cephalopods"
"sepia officinalis","Iron","mg",3.5,1.20554275466834,3,0.69602043392737,0.638599113334329,6.62806755333234,"species","Cephalopods"
"parapenaeus longirostris","Iron","mg",5.6,NA,1,NA,NA,NA,"species","Crustaceans"
"anguilla anguilla","Iron","mg",0.625,NA,1,NA,NA,NA,"species","Demersal Fish"
"boops boops","Iron","mg",2.39,2.41830519165799,2,1.71,0,24.1176100988587,"species","Demersal Fish"
"dicentrarchus labrax","Iron","mg",1.272975,1.25287317411487,6,0.511483331500429,0.555681905480917,3.18530142785242,"species","Demersal Fish"
"sparus aurata","Iron","mg",22.468,NA,1,NA,NA,NA,"species","Demersal Fish"
"dentex dentex","Iron","mg",5.6663,NA,1,NA,NA,NA,"species","Pelagic Fish"
"engraulis encrasicolus","Iron","mg",1.5,0.378593889720018,3,0.2185812841434,0.392853974441591,2.27381269222508,"species","Pelagic Fish"
"sarda sarda","Iron","mg",3.2,0.848528137423857,2,0.6,0,10.8237228417048,"species","Pelagic Fish"
"sardina pilchardus","Iron","mg",1.5,NA,1,NA,NA,NA,"species","Pelagic Fish"
"sardinella aurita","Iron","mg",0.06,NA,1,NA,NA,NA,"species","Pelagic Fish"
"thunnus thynnus","Iron","mg",1.3,0.330877620881195,5,0.147972970504751,0.953161170340506,1.77483882965949,"species","Pelagic Fish"
"mytilus galloprovincialis","Iron","mg",3.35,1.01118742080783,4,0.505593710403917,1.76597516435037,4.98402483564963,"species","Moluscs; Other"
"todarodes sagittatus","Iron","mg",6,NA,1,NA,NA,NA,"species","Cephalopods"
"aristeus antennatus","Iron","mg",9,NA,1,NA,NA,NA,"species","Crustaceans"
"crangon crangon","Iron","mg",1.7,0,2,0,1.7,1.7,"species","Crustaceans"
"homarus gammarus","Iron","mg",0.2,0,2,0,0.2,0.2,"species","Crustaceans"
"nephrops norvegicus","Iron","mg",2.2,1.08492242426206,6,0.442917724990896,1.50311040812371,3.78022292520962,"species","Crustaceans"
"isurus oxyrinchus","Iron","mg",1.2,NA,1,NA,NA,NA,"species","Demersal Fish"
"lophius piscatorius","Iron","mg",0.16,0.226274169979695,2,0.16,0,2.19299275778795,"species","Demersal Fish"
"molva dypterygia","Iron","mg",0.1,NA,1,NA,NA,NA,"species","Demersal Fish"
"prionace glauca","Iron","mg",0.4,NA,1,NA,NA,NA,"species","Demersal Fish"
"scorpaena scrofa","Iron","mg",5.5,NA,1,NA,NA,NA,"species","Demersal Fish"
"seriola dumerili","Iron","mg",0.6,NA,1,NA,NA,NA,"species","Demersal Fish"
"solea solea","Iron","mg",0.5,0.15,4,0.075,0.286316527103722,0.763683472896278,"species","Demersal Fish"
"spicara smaris","Iron","mg",1.6,NA,1,NA,NA,NA,"species","Demersal Fish"
"squalus acanthias","Iron","mg",1,0.492442890089805,3,0.284312035153866,0,2.07329595415541,"species","Demersal Fish"
"coryphaena hippurus","Iron","mg",0.7,0.321921315438002,3,0.185861358126009,0,1.57636354656248,"species","Pelagic Fish"
"katsuwonus pelamis","Iron","mg",1.9,0,2,0,1.9,1.9,"species","Pelagic Fish"
"lithognathus mormyrus","Iron","mg",5.6,NA,1,NA,NA,NA,"species","Pelagic Fish"
"oblada melanura","Iron","mg",4.2,NA,1,NA,NA,NA,"species","Pelagic Fish"
"pagellus bogaraveo","Iron","mg",0.152,0.0255342906696074,3,0.014742229591664,0.0945693056048337,0.221430694395166,"species","Pelagic Fish"
"pagrus pagrus","Iron","mg",1.8,NA,1,NA,NA,NA,"species","Pelagic Fish"
"scomber scombrus","Iron","mg",1.01,1.41525699396765,13,0.392521666131493,0.519999527141117,2.23046201132042,"species","Pelagic Fish"
"thunnus alalunga","Iron","mg",0.95,0.19155068954892,4,0.0957753447744599,0.572700107885247,1.18229989211475,"species","Pelagic Fish"
"trachurus mediterraneus","Iron","mg",2.3,NA,1,NA,NA,NA,"species","Pelagic Fish"
"xiphias gladius","Iron","mg",0.5,0.374299345444258,4,0.187149672722129,0.0494062155104055,1.24059378448959,"species","Pelagic Fish"
"zeus faber","Iron","mg",3.6,NA,1,NA,NA,NA,"species","Pelagic Fish"
"thunnus albacares","Iron","mg",0.77,0.721964911428065,3,0.416826635958458,0,2.96012692970561,"species","Pelagic Fish"
"thunnus obesus","Iron","mg",1.4,NA,1,NA,NA,NA,"species","Pelagic Fish"
"penaeus monodon","Iron","mg",2.2,1.21723730910068,6,0.496935050529186,0.605921118951994,3.16074554771467,"species","Crustaceans"
"penaeus semisulcatus","Iron","mg",1.5,0.0725947656515261,6,0.0296366889738603,1.40881646565539,1.56118353434461,"species","Crustaceans"
